/* DATA DESCRIPTION:
Citation:	Parrenin, Frédéric; Loulergue, Laetitia; Wolff, Eric William (2007): EPICA Dome C Ice Core Timescales EDC3 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.671367, 
	Supplement to: Parrenin, Frédéric; Barnola, Jean-Marc; Beer, Jürg; Blunier, Thomas; Castellano, Emiliano; Chappellaz, Jérôme A; Dreyfus, Gabrielle; Fischer, Hubertus; Fujita, Shuji; Jouzel, Jean; Kawamura, Kenji; Lemieux-Dudon, Bénédicte; Loulergue, Laetitia; Masson-Delmotte, Valerie; Narcisi, Biancamaria; Petit, Jean Robert; Raisbeck, Grant M; Raynaud, Dominique; Ruth, Urs; Schwander, Jakob; Severi, Mirko; Spahni, Renato; Steffensen, Jørgen Peder; Svensson, Anders M; Udisti, Roberto; Waelbroeck, Claire; Wolff, Eric William (2007): The EDC3 chronology for the EPICA Dome C ice core. Climate of the Past, 3, 485-497, https://doi.org/10.5194/cp-3-485-2007
Abstract:	The EPICA (European Project for Ice Coring in Antarctica) Dome C drilling in East Antarctica has now been completed to a depth of 3260 m, at only a few meters above bedrock. Here we present the new EDC3 chronology, which is based on the use of 1) a snow accumulation and mechanical flow model, and 2) a set of independent age markers along the core. These are obtained by pattern matching of recorded parameters to either absolutely dated paleoclimatic records, or to insolation variations. We show that this new time scale is in excellent agreement with the Dome Fuji and Vostok ice core time scales back to 100 kyr within 1 kyr. Discrepancies larger than 3 kyr arise during MIS 5.4, 5.5 and 6, which points to anomalies in either snow accumulation or mechanical flow during these time periods. We estimate that EDC3 gives accurate event durations within 20% (2 sigma) back to MIS11 and accurate absolute ages with a maximum uncertainty of 6 kyr back to 800 kyr.
Related to:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2007): New constraints on the gas age-ice age difference along the EPICA ice cores, 0-50 kyr. Climate of the Past, 3, 527-540, https://doi.org/10.5194/cp-3-527-2007
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3189.45 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Timescale EDC3 for the EPICA Dome C ice core, both for the ice matrix and gas bubbles. The dataset gives the depth versus age timescale that has been adopted as official for the EPICA Dome C ice core. Depth refers to the official log depth of the drilling. EDC3 for the ice matrix (EDC3_ice) is described fully in Parrenin et al. (Climate of the Past, 3, 485-497, 2007). This timescale is based on an snow accumulation / ice flow model, which is further tuned with independent age markers. Gas ages are derived using a firn densification model, and are fully described in Loulergue et al. (Climate of the Past, 3, 527-540, 2007). The ages given here correspond to the scenario 4 of Loulergue et al. and where necessary can be referred to as EDC3_gas_a.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Sample ID (Sample ID) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * COMMENT: Bag number
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Gas age [ka BP] (Gas age) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	17220 data points
*/
Depth ice/snow [m]	Sample ID	Age model [ka]	Gas age [ka BP]
378.40	689	12.324	9.842
378.95	690	12.350	9.867
379.50	691	12.376	9.890
380.05	692	12.402	9.911
380.60	693	12.427	9.930
381.15	694	12.452	9.948
381.70	695	12.477	9.967
382.25	696	12.503	9.983
382.80	697	12.530	9.997
383.35	698	12.559	10.017
383.90	699	12.588	10.040
384.45	700	12.617	10.061
385.00	701	12.646	10.082
385.55	702	12.673	10.107
386.10	703	12.700	10.131
386.65	704	12.727	10.148
387.20	705	12.754	10.167
387.75	706	12.784	10.190
388.30	707	12.813	10.213
388.85	708	12.841	10.236
389.40	709	12.867	10.257
389.95	710	12.894	10.277
390.50	711	12.922	10.296
391.05	712	12.950	10.315
391.60	713	12.978	10.342
392.15	714	13.005	10.365
392.70	715	13.032	10.383
393.25	716	13.059	10.401
393.80	717	13.087	10.417
394.35	718	13.115	10.440
394.90	719	13.143	10.465
395.45	720	13.170	10.487
396.00	721	13.196	10.507
396.55	722	13.222	10.529
397.10	723	13.249	10.550
397.65	724	13.275	10.570
398.20	725	13.300	10.588
398.75	726	13.327	10.603
399.30	727	13.354	10.621
399.85	728	13.383	10.642
400.40	729	13.412	10.664
400.95	730	13.440	10.685
401.50	731	13.468	10.716
402.05	732	13.495	10.746
402.60	733	13.520	10.760
403.15	734	13.546	10.774
403.70	735	13.572	10.789
404.25	736	13.600	10.807
404.80	737	13.629	10.828
405.35	738	13.658	10.851
405.90	739	13.687	10.876
406.45	740	13.715	10.897
407.00	741	13.742	10.917
407.55	742	13.770	10.936
408.10	743	13.796	10.954
408.65	744	13.822	10.977
409.20	745	13.848	10.997
409.75	746	13.875	11.015
410.30	747	13.903	11.039
410.85	748	13.930	11.064
411.40	749	13.956	11.089
411.95	750	13.979	11.111
412.50	751	14.002	11.123
413.05	752	14.028	11.136
413.60	753	14.053	11.152
414.15	754	14.080	11.172
414.70	755	14.106	11.199
415.25	756	14.131	11.221
415.80	757	14.156	11.239
416.35	758	14.180	11.255
416.90	759	14.205	11.272
417.45	760	14.230	11.299
418.00	761	14.252	11.324
418.55	762	14.273	11.337
419.10	763	14.295	11.353
419.65	764	14.318	11.370
420.20	765	14.341	11.385
420.75	766	14.364	11.398
421.30	767	14.390	11.416
421.85	768	14.417	11.439
422.40	769	14.442	11.455
422.95	770	14.467	11.471
423.50	771	14.493	11.494
424.05	772	14.520	11.517
424.60	773	14.547	11.533
425.15	774	14.574	11.550
425.70	775	14.601	11.566
426.25	776	14.631	11.587
426.80	777	14.660	11.613
427.35	778	14.688	11.636
427.90	779	14.716	11.659
428.45	780	14.744	11.683
429.00	781	14.770	11.706
429.55	782	14.796	11.729
430.10	783	14.823	11.753
430.65	784	14.850	11.774
431.20	785	14.876	11.795
431.75	786	14.904	11.820
432.30	787	14.933	11.844
432.85	788	14.959	11.861
433.40	789	14.984	11.880
433.95	790	15.014	11.903
434.50	791	15.042	11.932
435.05	792	15.070	11.961
435.60	793	15.097	11.984
436.15	794	15.125	12.007
436.70	795	15.153	12.028
437.25	796	15.182	12.050
437.80	797	15.211	12.072
438.35	798	15.242	12.098
438.90	799	15.273	12.124
439.45	800	15.304	12.151
440.00	801	15.335	12.178
440.55	802	15.366	12.211
441.10	803	15.397	12.244
441.65	804	15.427	12.269
442.20	805	15.457	12.294
442.75	806	15.487	12.320
443.30	807	15.518	12.347
443.85	808	15.549	12.373
444.40	809	15.581	12.406
444.95	810	15.612	12.439
445.50	811	15.642	12.468
446.05	812	15.672	12.497
446.60	813	15.703	12.528
447.15	814	15.734	12.557
447.70	815	15.765	12.584
448.25	816	15.797	12.614
448.80	817	15.830	12.645
449.35	818	15.862	12.676
449.90	819	15.894	12.706
450.45	820	15.927	12.734
451.00	821	15.960	12.761
451.55	822	15.994	12.789
452.10	823	16.029	12.819
452.65	824	16.063	12.856
453.20	825	16.096	12.889
453.75	826	16.129	12.918
454.30	827	16.162	12.943
454.85	828	16.196	12.966
455.40	829	16.231	13.000
455.95	830	16.266	13.037
456.50	831	16.299	13.064
457.05	832	16.334	13.091
457.60	833	16.369	13.120
458.15	834	16.404	13.147
458.70	835	16.440	13.173
459.25	836	16.478	13.203
459.80	837	16.516	13.236
460.35	838	16.553	13.268
460.90	839	16.589	13.300
461.45	840	16.626	13.330
462.00	841	16.665	13.362
462.55	842	16.705	13.389
463.10	843	16.744	13.415
463.65	844	16.784	13.441
464.20	845	16.825	13.473
464.75	846	16.867	13.513
465.30	847	16.907	13.546
465.85	848	16.947	13.575
466.40	849	16.986	13.603
466.95	850	17.025	13.629
467.50	851	17.066	13.656
468.05	852	17.105	13.682
468.60	853	17.148	13.718
469.15	854	17.190	13.751
469.70	855	17.233	13.779
470.25	856	17.275	13.807
470.80	857	17.318	13.833
471.35	858	17.361	13.859
471.90	859	17.407	13.888
472.45	860	17.453	13.916
473.00	861	17.499	13.944
473.55	862	17.545	13.982
474.10	863	17.586	14.012
474.65	864	17.630	14.038
475.20	865	17.676	14.067
475.75	866	17.720	14.095
476.30	867	17.764	14.121
476.85	868	17.810	14.145
477.40	869	17.857	14.176
477.95	870	17.903	14.209
478.50	871	17.949	14.240
479.05	872	17.993	14.270
479.60	873	18.037	14.297
480.15	874	18.082	14.326
480.70	875	18.128	14.357
481.25	876	18.174	14.387
481.80	877	18.219	14.417
482.35	878	18.266	14.446
482.90	879	18.312	14.472
483.45	880	18.361	14.511
484.00	881	18.405	14.545
484.55	882	18.449	14.572
485.10	883	18.493	14.600
485.65	884	18.540	14.633
486.20	885	18.586	14.665
486.75	886	18.632	14.697
487.30	887	18.678	14.728
487.85	888	18.723	14.756
488.40	889	18.769	14.784
488.95	890	18.815	14.811
489.50	891	18.862	14.851
490.05	892	18.908	14.890
490.60	893	18.953	14.912
491.15	894	19.001	14.941
491.70	895	19.049	14.980
492.25	896	19.093	15.015
492.80	897	19.139	15.050
493.35	898	19.185	15.081
493.90	899	19.226	15.106
494.45	900	19.272	15.136
495.00	901	19.317	15.164
495.55	902	19.365	15.200
496.10	903	19.411	15.234
496.65	904	19.458	15.266
497.20	905	19.506	15.299
497.75	906	19.555	15.334
498.30	907	19.603	15.368
498.85	908	19.652	15.404
499.40	909	19.700	15.443
499.95	910	19.746	15.482
500.50	911	19.790	15.512
501.05	912	19.834	15.541
501.60	913	19.881	15.570
502.15	914	19.931	15.604
502.70	915	19.979	15.645
503.25	916	20.026	15.683
503.80	917	20.072	15.718
504.35	918	20.118	15.750
504.90	919	20.163	15.781
505.45	920	20.210	15.816
506.00	921	20.257	15.852
506.55	922	20.304	15.887
507.10	923	20.352	15.923
507.65	924	20.401	15.962
508.20	925	20.450	16.003
508.75	926	20.496	16.042
509.30	927	20.541	16.076
509.85	928	20.587	16.109
510.40	929	20.635	16.145
510.95	930	20.683	16.183
511.50	931	20.731	16.223
512.05	932	20.776	16.261
512.60	933	20.823	16.299
513.15	934	20.870	16.337
513.70	935	20.918	16.373
514.25	936	20.965	16.413
514.80	937	21.015	16.457
515.35	938	21.062	16.502
515.90	939	21.109	16.547
516.45	940	21.155	16.580
517.00	941	21.201	16.611
517.55	942	21.250	16.661
518.10	943	21.300	16.711
518.65	944	21.346	16.765
519.20	945	21.390	16.806
519.75	946	21.435	16.834
520.30	947	21.482	16.875
520.85	948	21.531	16.927
521.40	949	21.578	16.966
521.95	950	21.626	17.003
522.50	951	21.676	17.058
523.05	952	21.724	17.113
523.60	953	21.770	17.163
524.15	954	21.815	17.209
524.70	955	21.859	17.247
525.25	956	21.907	17.290
525.80	957	21.953	17.334
526.35	958	22.002	17.379
526.90	959	22.050	17.423
527.45	960	22.099	17.472
528.00	961	22.150	17.522
528.55	962	22.199	17.568
529.10	963	22.244	17.612
529.65	964	22.295	17.671
530.20	965	22.345	17.725
530.75	966	22.389	17.766
531.30	967	22.436	17.814
531.85	968	22.483	17.865
532.40	969	22.529	17.905
532.95	970	22.577	17.944
533.50	971	22.626	17.991
534.05	972	22.674	18.038
534.60	973	22.723	18.090
535.15	974	22.772	18.140
535.70	975	22.821	18.189
536.25	976	22.869	18.239
536.80	977	22.918	18.290
537.35	978	22.967	18.346
537.90	979	23.014	18.402
538.45	980	23.059	18.453
539.00	981	23.104	18.502
539.55	982	23.149	18.542
540.10	983	23.195	18.582
540.65	984	23.242	18.624
541.20	985	23.289	18.669
541.75	986	23.340	18.725
542.30	987	23.388	18.776
542.85	988	23.435	18.824
543.40	989	23.483	18.874
543.95	990	23.529	18.923
544.50	991	23.575	18.973
545.05	992	23.622	19.022
545.60	993	23.668	19.064
546.15	994	23.715	19.107
546.70	995	23.763	19.149
547.25	996	23.812	19.195
547.80	997	23.864	19.248
548.35	998	23.916	19.301
548.90	999	23.965	19.352
549.45	1000	24.015	19.403
550.00	1001	24.069	19.458
550.55	1002	24.119	19.513
551.10	1003	24.168	19.566
551.65	1004	24.216	19.611
552.20	1005	24.263	19.656
552.75	1006	24.314	19.703
553.30	1007	24.363	19.752
553.85	1008	24.415	19.805
554.40	1009	24.467	19.861
554.95	1010	24.511	19.910
555.50	1011	24.558	19.948
556.05	1012	24.609	19.990
556.60	1013	24.662	20.043
557.15	1014	24.714	20.096
557.70	1015	24.766	20.150
558.25	1016	24.818	20.203
558.80	1017	24.868	20.253
559.35	1018	24.919	20.302
559.90	1019	24.969	20.350
560.45	1020	25.020	20.399
561.00	1021	25.072	20.449
561.55	1022	25.123	20.505
562.10	1023	25.173	20.556
562.65	1024	25.223	20.596
563.20	1025	25.276	20.642
563.75	1026	25.330	20.698
564.30	1027	25.384	20.753
564.85	1028	25.435	20.804
565.40	1029	25.487	20.856
565.95	1030	25.538	20.909
566.50	1031	25.589	20.961
567.05	1032	25.640	21.012
567.60	1033	25.690	21.055
568.15	1034	25.743	21.102
568.70	1035	25.795	21.153
569.25	1036	25.847	21.206
569.80	1037	25.900	21.264
570.35	1038	25.950	21.310
570.90	1039	26.000	21.353
571.45	1040	26.053	21.404
572.00	1041	26.103	21.454
572.55	1042	26.154	21.509
573.10	1043	26.207	21.563
573.65	1044	26.257	21.604
574.20	1045	26.311	21.655
574.75	1046	26.364	21.711
575.30	1047	26.413	21.761
575.85	1048	26.465	21.813
576.40	1049	26.516	21.860
576.95	1050	26.567	21.905
577.50	1051	26.620	21.956
578.05	1052	26.674	22.009
578.60	1053	26.727	22.068
579.15	1054	26.777	22.121
579.70	1055	26.828	22.165
580.25	1056	26.880	22.214
580.80	1057	26.933	22.267
581.35	1058	26.985	22.318
581.90	1059	27.037	22.367
582.45	1060	27.090	22.423
583.00	1061	27.142	22.480
583.55	1062	27.192	22.539
584.10	1063	27.240	22.597
584.65	1064	27.287	22.654
585.20	1065	27.333	22.702
585.75	1066	27.377	22.734
586.30	1067	27.425	22.776
586.85	1068	27.475	22.824
587.40	1069	27.523	22.872
587.95	1070	27.578	22.926
588.50	1071	27.628	22.985
589.05	1072	27.673	23.039
589.60	1073	27.717	23.075
590.15	1074	27.765	23.116
590.70	1075	27.814	23.166
591.25	1076	27.864	23.215
591.80	1077	27.912	23.260
592.35	1078	27.961	23.301
592.90	1079	28.014	23.345
593.45	1080	28.068	23.399
594.00	1081	28.119	23.452
594.55	1082	28.170	23.501
595.10	1083	28.224	23.554
595.65	1084	28.275	23.612
596.20	1085	28.324	23.668
596.75	1086	28.373	23.727
597.30	1087	28.419	23.777
597.85	1088	28.465	23.821
598.40	1089	28.512	23.870
598.95	1090	28.560	23.922
599.50	1091	28.608	23.965
600.05	1092	28.658	24.010
600.60	1093	28.709	24.065
601.15	1094	28.759	24.121
601.70	1095	28.809	24.174
602.25	1096	28.859	24.228
602.80	1097	28.908	24.280
603.35	1098	28.956	24.332
603.90	1099	29.004	24.383
604.45	1100	29.052	24.439
605.00	1101	29.099	24.495
605.55	1102	29.145	24.554
606.10	1103	29.192	24.611
606.65	1104	29.236	24.658
607.20	1105	29.283	24.706
607.75	1106	29.328	24.750
608.30	1107	29.375	24.798
608.85	1108	29.425	24.851
609.40	1109	29.474	24.907
609.95	1110	29.523	24.964
610.50	1111	29.570	25.016
611.05	1112	29.618	25.069
611.60	1113	29.665	25.123
612.15	1114	29.711	25.173
612.70	1115	29.758	25.215
613.25	1116	29.808	25.264
613.80	1117	29.862	25.320
614.35	1118	29.915	25.373
614.90	1119	29.967	25.426
615.45	1120	30.020	25.476
616.00	1121	30.071	25.524
616.55	1122	30.124	25.587
617.10	1123	30.177	25.648
617.65	1124	30.227	25.701
618.20	1125	30.277	25.755
618.75	1126	30.330	25.815
619.30	1127	30.380	25.869
619.85	1128	30.431	25.921
620.40	1129	30.483	25.974
620.95	1130	30.534	26.029
621.50	1131	30.586	26.087
622.05	1132	30.637	26.144
622.60	1133	30.687	26.198
623.15	1134	30.738	26.254
623.70	1135	30.788	26.316
624.25	1136	30.837	26.372
624.80	1137	30.884	26.418
625.35	1138	30.933	26.471
625.90	1139	30.983	26.526
626.45	1140	31.032	26.569
627.00	1141	31.085	26.614
627.55	1142	31.141	26.675
628.10	1143	31.194	26.733
628.65	1144	31.247	26.786
629.20	1145	31.303	26.843
629.75	1146	31.356	26.903
630.30	1147	31.408	26.957
630.85	1148	31.459	27.007
631.40	1149	31.511	27.058
631.95	1150	31.564	27.111
632.50	1151	31.618	27.161
633.05	1152	31.673	27.212
633.60	1153	31.725	27.274
634.15	1154	31.773	27.327
634.70	1155	31.821	27.373
635.25	1156	31.871	27.427
635.80	1157	31.919	27.487
636.35	1158	31.965	27.541
636.90	1159	32.012	27.593
637.45	1160	32.055	27.629
638.00	1161	32.104	27.668
638.55	1162	32.154	27.719
639.10	1163	32.203	27.770
639.65	1164	32.253	27.826
640.20	1165	32.302	27.881
640.75	1166	32.350	27.934
641.30	1167	32.399	27.988
641.85	1168	32.448	28.044
642.40	1169	32.496	28.088
642.95	1170	32.545	28.128
643.50	1171	32.598	28.175
644.05	1172	32.652	28.226
644.60	1173	32.707	28.274
645.15	1174	32.761	28.325
645.70	1175	32.816	28.384
646.25	1176	32.869	28.439
646.80	1177	32.921	28.488
647.35	1178	32.973	28.546
647.90	1179	33.024	28.605
648.45	1180	33.073	28.658
649.00	1181	33.121	28.709
649.55	1182	33.168	28.757
650.10	1183	33.215	28.805
650.65	1184	33.262	28.856
651.20	1185	33.309	28.904
651.75	1186	33.355	28.945
652.30	1187	33.404	28.990
652.85	1188	33.453	29.035
653.40	1189	33.502	29.084
653.95	1190	33.551	29.132
654.50	1191	33.599	29.171
655.05	1192	33.648	29.211
655.60	1193	33.699	29.265
656.15	1194	33.750	29.315
656.70	1195	33.801	29.358
657.25	1196	33.856	29.406
657.80	1197	33.911	29.459
658.35	1198	33.966	29.512
658.90	1199	34.021	29.566
659.45	1200	34.077	29.628
660.00	1201	34.130	29.690
660.55	1202	34.181	29.740
661.10	1203	34.234	29.792
661.65	1204	34.287	29.846
662.20	1205	34.342	29.907
662.75	1206	34.395	29.975
663.30	1207	34.445	30.033
663.85	1208	34.494	30.085
664.40	1209	34.545	30.139
664.95	1210	34.591	30.188
665.50	1211	34.640	30.245
666.05	1212	34.688	30.301
666.60	1213	34.736	30.354
667.15	1214	34.785	30.407
667.70	1215	34.832	30.456
668.25	1216	34.879	30.505
668.80	1217	34.928	30.557
669.35	1218	34.977	30.614
669.90	1219	35.024	30.671
670.45	1220	35.069	30.712
671.00	1221	35.117	30.752
671.55	1222	35.167	30.816
672.10	1223	35.214	30.875
672.65	1224	35.260	30.921
673.20	1225	35.307	30.969
673.75	1226	35.356	31.022
674.30	1227	35.406	31.081
674.85	1228	35.454	31.143
675.40	1229	35.501	31.189
675.95	1230	35.551	31.232
676.50	1231	35.602	31.294
677.05	1232	35.650	31.353
677.60	1233	35.698	31.396
678.15	1234	35.746	31.441
678.70	1235	35.798	31.492
679.25	1236	35.848	31.544
679.80	1237	35.903	31.606
680.35	1238	35.952	31.657
680.90	1239	36.001	31.706
681.45	1240	36.051	31.747
682.00	1241	36.101	31.788
682.55	1242	36.154	31.841
683.10	1243	36.206	31.895
683.65	1244	36.258	31.949
684.20	1245	36.308	32.003
684.75	1246	36.357	32.054
685.30	1247	36.406	32.104
685.85	1248	36.456	32.154
686.40	1249	36.506	32.207
686.95	1250	36.555	32.260
687.50	1251	36.604	32.310
688.05	1252	36.655	32.361
688.60	1253	36.705	32.410
689.15	1254	36.755	32.461
689.70	1255	36.807	32.515
690.25	1256	36.859	32.575
690.80	1257	36.911	32.640
691.35	1258	36.961	32.702
691.90	1259	37.007	32.762
692.45	1260	37.051	32.804
693.00	1261	37.100	32.848
693.55	1262	37.149	32.908
694.10	1263	37.198	32.965
694.65	1264	37.244	33.011
695.20	1265	37.290	33.057
695.75	1266	37.337	33.105
696.30	1267	37.384	33.150
696.85	1268	37.431	33.195
697.40	1269	37.480	33.250
697.95	1270	37.525	33.305
698.50	1271	37.571	33.363
699.05	1272	37.613	33.419
699.60	1273	37.656	33.476
700.15	1274	37.697	33.531
700.70	1275	37.737	33.580
701.25	1276	37.779	33.633
701.80	1277	37.819	33.688
702.35	1278	37.858	33.728
702.90	1279	37.899	33.762
703.45	1280	37.945	33.808
704.00	1281	37.992	33.857
704.55	1282	38.039	33.933
705.10	1283	38.082	33.998
705.65	1284	38.124	34.034
706.20	1285	38.169	34.078
706.75	1286	38.215	34.135
707.30	1287	38.263	34.189
707.85	1288	38.306	34.237
708.40	1289	38.351	34.288
708.95	1290	38.395	34.341
709.50	1291	38.439	34.389
710.05	1292	38.484	34.438
710.60	1293	38.529	34.489
711.15	1294	38.572	34.537
711.70	1295	38.616	34.582
712.25	1296	38.660	34.625
712.80	1297	38.704	34.667
713.35	1298	38.751	34.719
713.90	1299	38.798	34.777
714.45	1300	38.842	34.824
715.00	1301	38.886	34.870
715.55	1302	38.931	34.909
716.10	1303	38.976	34.952
716.65	1304	39.023	35.012
717.20	1305	39.069	35.062
717.75	1306	39.111	35.094
718.30	1307	39.161	35.139
718.85	1308	39.211	35.186
719.40	1309	39.261	35.238
719.95	1310	39.312	35.291
720.50	1311	39.362	35.342
721.05	1312	39.413	35.394
721.60	1313	39.463	35.439
722.15	1314	39.515	35.486
722.70	1315	39.569	35.537
723.25	1316	39.625	35.594
723.80	1317	39.680	35.654
724.35	1318	39.732	35.714
724.90	1319	39.787	35.778
725.45	1320	39.838	35.835
726.00	1321	39.890	35.892
726.55	1322	39.940	35.950
727.10	1323	39.990	36.007
727.65	1324	40.039	36.056
728.20	1325	40.089	36.107
728.75	1326	40.138	36.159
729.30	1327	40.188	36.208
729.85	1328	40.241	36.258
730.40	1329	40.293	36.320
730.95	1330	40.345	36.384
731.50	1331	40.394	36.438
732.05	1332	40.441	36.488
732.60	1333	40.490	36.527
733.15	1334	40.543	36.571
733.70	1335	40.597	36.627
734.25	1336	40.651	36.682
734.80	1337	40.705	36.736
735.35	1338	40.759	36.790
735.90	1339	40.812	36.843
736.45	1340	40.865	36.895
737.00	1341	40.920	36.948
737.55	1342	40.972	37.001
738.10	1343	41.023	37.051
738.65	1344	41.073	37.095
739.20	1345	41.123	37.144
739.75	1346	41.174	37.203
740.30	1347	41.223	37.252
740.85	1348	41.269	37.291
741.40	1349	41.317	37.334
741.95	1350	41.366	37.378
742.50	1351	41.416	37.431
743.05	1352	41.469	37.486
743.60	1353	41.516	37.517
744.15	1354	41.569	37.556
744.70	1355	41.620	37.596
745.25	1356	41.674	37.639
745.80	1357	41.725	37.680
746.35	1358	41.777	37.723
746.90	1359	41.832	37.770
747.45	1360	41.885	37.814
748.00	1361	41.940	37.860
748.55	1362	41.995	37.905
749.10	1363	42.050	37.951
749.65	1364	42.106	38.001
750.20	1365	42.161	38.051
750.75	1366	42.215	38.101
751.30	1367	42.268	38.148
751.85	1368	42.319	38.194
752.40	1369	42.371	38.243
752.95	1370	42.423	38.294
753.50	1371	42.473	38.338
754.05	1372	42.522	38.382
754.60	1373	42.573	38.429
755.15	1374	42.625	38.476
755.70	1375	42.674	38.515
756.25	1376	42.726	38.562
756.80	1377	42.777	38.609
757.35	1378	42.827	38.662
757.90	1379	42.876	38.714
758.45	1380	42.922	38.758
759.00	1381	42.969	38.802
759.55	1382	43.017	38.851
760.10	1383	43.064	38.899
760.65	1384	43.110	38.941
761.20	1385	43.157	38.985
761.75	1386	43.205	39.033
762.30	1387	43.252	39.080
762.85	1388	43.303	39.132
763.40	1389	43.354	39.189
763.95	1390	43.400	39.242
764.50	1391	43.447	39.286
765.05	1392	43.495	39.330
765.60	1393	43.546	39.388
766.15	1394	43.597	39.444
766.70	1395	43.647	39.496
767.25	1396	43.696	39.548
767.80	1397	43.746	39.601
768.35	1398	43.796	39.647
768.90	1399	43.849	39.692
769.45	1400	43.902	39.749
770.00	1401	43.954	39.805
770.55	1402	44.005	39.848
771.10	1403	44.058	39.894
771.65	1404	44.112	39.947
772.20	1405	44.166	39.999
772.75	1406	44.221	40.051
773.30	1407	44.276	40.109
773.85	1408	44.330	40.169
774.40	1409	44.382	40.223
774.95	1410	44.431	40.273
775.50	1411	44.482	40.321
776.05	1412	44.535	40.372
776.60	1413	44.588	40.429
777.15	1414	44.641	40.485
777.70	1415	44.692	40.541
778.25	1416	44.743	40.596
778.80	1417	44.794	40.649
779.35	1418	44.845	40.704
779.90	1419	44.896	40.758
780.45	1420	44.946	40.809
781.00	1421	44.996	40.860
781.55	1422	45.046	40.916
782.10	1423	45.095	40.970
782.65	1424	45.143	41.022
783.20	1425	45.189	41.071
783.75	1426	45.237	41.118
784.30	1427	45.284	41.168
784.85	1428	45.331	41.220
785.40	1429	45.377	41.270
785.95	1430	45.424	41.321
786.50	1431	45.470	41.367
787.05	1432	45.517	41.415
787.60	1433	45.562	41.469
788.15	1434	45.606	41.521
788.70	1435	45.652	41.573
789.25	1436	45.697	41.629
789.80	1437	45.742	41.691
790.35	1438	45.785	41.746
790.90	1439	45.827	41.799
791.45	1440	45.870	41.862
792.00	1441	45.912	41.927
792.55	1442	45.951	41.962
793.10	1443	45.992	42.001
793.65	1444	46.036	42.050
794.20	1445	46.080	42.101
794.75	1446	46.124	42.154
795.30	1447	46.165	42.202
795.85	1448	46.210	42.250
796.40	1449	46.254	42.298
796.95	1450	46.298	42.346
797.50	1451	46.341	42.397
798.05	1452	46.384	42.448
798.60	1453	46.427	42.505
799.15	1454	46.466	42.556
799.70	1455	46.504	42.599
800.25	1456	46.542	42.640
800.80	1457	46.583	42.684
801.35	1458	46.624	42.727
801.90	1459	46.666	42.770
802.45	1460	46.707	42.808
803.00	1461	46.748	42.844
803.55	1462	46.794	42.889
804.10	1463	46.840	42.935
804.65	1464	46.885	42.988
805.20	1465	46.930	43.037
805.75	1466	46.975	43.084
806.30	1467	47.020	43.130
806.85	1468	47.065	43.175
807.40	1469	47.111	43.227
807.95	1470	47.158	43.281
808.50	1471	47.203	43.341
809.05	1472	47.246	43.399
809.60	1473	47.289	43.436
810.15	1474	47.334	43.478
810.70	1475	47.380	43.527
811.25	1476	47.428	43.579
811.80	1477	47.474	43.632
812.35	1478	47.522	43.684
