/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): Methane measured on ice core EDC on AICC2012 chronology [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824883, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Other version:	Icecores data on AICC2012 in Excel format (URI: hdl:10013/epic.42842.d001)
Further details:	Loulergue, Laetitia; Schilt, Adrian; Spahni, Renato; Masson-Delmotte, Valerie; Blunier, Thomas; Lemieux, Bénédicte; Barnola, Jean-Marc; Raynaud, Dominique; Stocker, Thomas F; Chappellaz, Jérôme A (2008): Orbital and millennial-scale features of atmospheric CH4 over the past 800,000 years. Nature, 453(7193), 383-386, https://doi.org/10.1038/nature06950
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 99.34 m * MAXIMUM DEPTH, ice/snow: 3190.53 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr) * COMMENT: on AICC2012
	Methane [ppbv] (CH4) * PI: Loulergue, Laetitia * COMMENT: see "Further details" for the original reference of this data
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	4206 data points
*/
Depth ice/snow [m]	Gas age [ka BP]	CH4 [ppbv]
1221.02	83.0477000	606.000
1223.77	83.2442000	617.000
1226.52	83.3722000	616.000
1229.27	83.6018000	622.000
1232.02	83.7643000	629.000
1234.77	83.9596000	631.000
1237.52	84.1139000	560.000
1240.27	84.3666000	515.000
1243.02	84.5701000	485.000
1245.77	84.7904000	465.000
1248.52	84.9960000	464.000
1251.27	85.2481000	445.000
1254.02	85.4467000	450.000
1256.77	85.7649000	443.000
1259.52	86.0034000	452.000
1262.27	86.2734000	454.000
1265.57	86.5818000	429.000
1267.77	86.8192000	425.000
1270.52	87.0548000	468.000
1273.27	87.3484000	429.000
1276.02	87.6365000	448.000
1278.77	87.8891000	446.000
1281.52	88.2788000	480.000
1284.27	88.5768000	507.000
1287.02	88.9154000	502.000
1289.77	89.1619000	508.000
1292.52	89.4542000	501.000
1295.27	89.6935000	494.000
1298.02	89.9601000	494.000
1300.77	90.2273000	476.000
1303.55	90.4647000	463.000
1309.02	91.0256000	445.000
1311.77	91.3649000	447.000
1314.52	91.7478000	461.000
1317.27	91.9962000	437.000
1320.02	92.3073000	432.000
1322.77	92.5519000	448.000
1325.52	92.8228000	447.000
1328.27	93.0242000	437.000
1331.02	93.2787000	437.000
1333.77	93.4931000	442.000
1336.52	93.7207000	439.000
1342.02	94.1628000	436.000
1344.77	94.4216000	442.000
1347.52	94.6085000	434.000
1350.27	94.8272000	454.000
1353.02	95.0701000	436.000
1355.77	95.3302000	453.000
1358.52	95.4089000	442.000
1361.27	95.7055000	435.000
1364.02	95.9865000	453.000
1366.77	96.1691000	464.000
1369.52	96.3347000	486.000
1372.27	96.5957000	479.000
1375.02	96.9024000	495.000
1377.77	97.1479000	501.000
1380.52	97.4377000	491.000
1383.27	97.6822000	487.000
1386.02	97.9883000	505.000
1388.77	98.2470000	506.000
1391.52	98.5088000	511.000
1394.30	98.7601000	512.000
1397.02	98.9417000	524.000
1399.77	99.1103000	526.000
1402.52	99.3543000	526.000
1405.27	99.6370000	525.000
1408.02	99.8953000	530.000
1410.77	100.1700000	530.000
1413.52	100.3550000	547.000
1416.27	100.5410000	537.000
1419.02	100.7400000	547.000
1421.77	100.9250000	538.000
1424.52	101.1140000	542.000
1427.27	101.3050000	511.000
1430.53	101.6170000	491.000
1432.77	101.8240000	509.000
1435.52	102.0440000	472.000
1438.27	102.3160000	470.000
1441.02	102.6160000	498.000
1443.77	102.9950000	515.000
1446.52	103.4030000	559.000
1449.27	103.6760000	573.000
1452.02	103.9700000	581.000
1454.77	104.3200000	602.000
1457.52	104.6550000	596.000
1460.27	104.9640000	572.000
1463.02	105.1950000	618.000
1465.77	105.4960000	601.000
1468.52	105.7740000	595.000
1471.27	105.9800000	591.000
1474.02	106.1140000	483.000
1476.77	106.3410000	445.000
1479.52	106.6700000	460.000
1482.27	106.9720000	464.000
1485.02	107.2680000	475.000
1487.77	107.6480000	486.000
1490.52	108.0360000	508.000
1493.27	108.3980000	495.000
1496.02	108.7700000	509.000
1498.77	109.0910000	502.000
1501.52	109.5060000	505.000
1504.27	109.8370000	492.000
1507.02	110.1190000	496.000
1509.80	110.4990000	473.000
1512.52	110.8610000	474.000
1515.27	111.1950000	456.000
1518.02	111.5030000	455.000
1520.80	111.8290000	464.000
1523.52	112.1880000	467.000
1526.78	112.6540000	451.000
1529.02	112.9010000	471.000
1531.77	113.1650000	471.000
1537.27	113.7300000	473.000
1540.02	114.0200000	474.000
1542.77	114.3030000	472.000
1545.52	114.6060000	501.000
1548.27	114.8610000	496.000
1551.02	115.1580000	501.000
1553.77	115.4350000	495.000
1556.52	115.6720000	504.000
1559.27	115.9730000	528.000
1562.02	116.3170000	544.000
1564.77	116.4920000	533.000
1567.52	116.6660000	546.000
1573.02	117.1880000	548.000
1575.77	117.4050000	545.000
1578.52	117.6250000	579.000
1581.27	117.8790000	565.000
1584.02	118.1610000	578.000
1586.77	118.4320000	579.000
1590.04	118.6980000	591.000
1592.27	118.8450000	567.000
1595.02	119.0500000	571.000
1597.77	119.2890000	566.000
1600.52	119.5210000	576.000
1603.27	119.7630000	568.000
1606.02	119.9870000	591.000
1608.77	120.1830000	613.000
1611.52	120.3740000	598.000
1614.27	120.5830000	601.000
1617.02	120.8210000	613.000
1619.77	121.0160000	610.000
1622.52	121.2230000	603.000
1625.27	121.4670000	609.000
1628.02	121.6760000	607.000
1630.77	121.8830000	608.000
1633.52	122.1120000	599.000
1636.27	122.3380000	607.000
1639.52	122.6080000	607.000
1641.77	122.7980000	608.000
1644.52	123.0160000	615.000
1647.32	123.2410000	616.000
1650.02	123.4630000	611.000
1652.77	123.6650000	614.000
1655.52	123.8150000	621.000
1658.27	124.0030000	622.000
1661.54	124.2950000	632.000
1663.77	124.4310000	627.000
1666.52	124.6250000	642.000
1669.27	124.8600000	642.000
1672.02	125.1150000	647.000
1674.77	125.3270000	656.000
1677.55	125.5660000	658.000
1680.27	125.8090000	650.000
1683.02	126.0590000	660.000
1685.77	126.3080000	640.000
1688.52	126.5320000	651.000
1691.27	126.7400000	650.000
1694.02	126.8890000	646.000
1696.77	127.0790000	670.000
1699.52	127.3040000	677.000
1702.27	127.5050000	681.000
1702.78	127.5410000	679.000
1705.02	127.6610000	692.000
1707.77	127.8300000	706.000
1710.52	128.0270000	715.000
1713.27	128.1730000	704.000
1716.02	128.3150000	722.000
1718.77	128.5090000	726.000
1721.53	128.7080000	644.000
1724.27	128.8800000	535.000
1727.02	129.0800000	537.000
1729.77	129.2550000	552.000
1732.52	129.4390000	551.000
1735.27	129.6610000	531.000
1738.02	129.8470000	515.000
1740.77	130.0340000	512.000
1744.01	130.2460000	499.000
1746.27	130.4150000	521.000
1749.02	130.6340000	518.000
1751.77	130.8610000	487.000
1754.52	131.1070000	493.000
1757.27	131.3690000	494.000
1760.02	131.6970000	479.000
1762.77	132.0410000	456.000
1765.52	132.3670000	461.000
1768.27	132.6600000	462.000
1771.02	132.9990000	460.000
1773.77	133.3610000	449.000
1776.53	133.7220000	506.000
1779.27	134.0770000	428.000
1782.02	134.5200000	436.000
1784.77	134.9740000	415.000
1787.52	135.3910000	404.000
1790.32	135.9160000	382.000
1793.49	136.6040000	409.000
1795.77	137.0730000	375.000
1799.56	137.7830000	395.000
1801.27	138.1230000	395.000
1804.57	138.8220000	406.000
1806.77	139.2780000	368.000
1809.52	139.9330000	432.000
1812.27	140.5310000	358.000
1815.02	141.0970000	342.000
1817.77	141.6880000	349.000
1820.52	142.3260000	359.000
1823.27	142.9590000	368.000
1826.49	143.6760000	375.000
1828.77	144.1930000	385.000
1831.55	144.7620000	401.000
1834.30	145.3960000	401.000
1837.02	146.0280000	375.000
1839.77	146.6470000	391.000
1843.03	147.3700000	402.000
1845.27	147.7070000	410.000
1848.49	148.3400000	421.000
1850.77	148.9010000	423.000
1853.52	149.4110000	471.000
1856.30	149.9250000	428.000
1859.49	150.6150000	433.000
1861.77	151.0120000	441.000
1864.52	151.4370000	404.000
1867.32	152.0220000	400.000
1870.02	152.5820000	432.000
1872.82	153.1490000	422.000
1875.99	153.7930000	426.000
1878.27	154.2330000	413.000
1881.03	154.8810000	402.000
1883.77	155.5210000	403.000
1886.52	156.2120000	393.000
1889.27	156.8880000	385.000
1892.02	157.5260000	407.000
1894.77	158.2220000	399.000
1897.52	158.8720000	422.000
1900.32	159.4600000	400.000
1903.02	159.9580000	410.000
1905.77	160.5580000	407.000
1908.52	160.8350000	440.000
1911.27	161.3590000	407.000
1914.02	162.0030000	415.000
1916.77	162.6470000	410.000
1919.98	163.4150000	424.000
1922.27	163.7390000	413.000
1925.02	164.1590000	442.000
1927.77	164.7370000	411.000
1930.52	165.3600000	417.000
1933.32	166.1760000	393.000
1936.03	166.9670000	384.000
1938.77	167.6050000	424.000
1941.52	168.2670000	433.000
1944.27	168.9570000	449.000
1947.02	169.6170000	479.000
1949.77	170.1170000	495.000
1952.52	170.6810000	496.000
1955.27	171.2200000	445.000
1958.02	171.9160000	478.000
1960.77	172.5540000	442.000
1963.53	173.3110000	448.000
1966.27	174.0650000	484.000
1969.02	174.7090000	480.000
1974.52	175.8290000	433.000
1977.78	176.7760000	456.000
1980.02	177.3570000	427.000
1982.77	177.9660000	457.000
1985.52	178.5270000	471.000
1988.27	179.1750000	466.000
1991.02	179.8640000	499.000
1993.77	180.3800000	547.000
1996.52	180.7110000	550.000
1999.27	181.2600000	542.000
2002.47	181.8520000	479.000
2004.77	182.3810000	483.000
2007.52	183.1050000	452.000
2010.27	183.6270000	490.000
2013.51	184.3520000	496.000
2015.77	184.8590000	496.000
2018.52	185.4870000	528.000
2021.27	186.1020000	530.000
2024.51	186.9020000	532.000
2026.77	187.3930000	514.000
2029.52	188.0360000	476.000
2032.27	188.5880000	459.000
2035.02	189.1330000	447.000
2038.23	189.6590000	437.000
2040.52	189.9880000	446.000
2043.30	190.3370000	462.000
2046.02	190.9510000	425.000
2048.77	191.5470000	423.000
2051.52	192.1450000	432.000
2054.27	192.7850000	470.000
2057.54	193.5640000	471.000
2059.82	193.9790000	496.000
2062.52	194.3390000	512.000
2065.36	194.9870000	503.000
2068.02	195.6140000	493.000
2070.77	196.3130000	472.000
2073.52	196.8860000	488.000
2076.27	197.3940000	530.000
2079.02	197.8860000	534.000
2081.77	198.3860000	548.000
2084.52	198.9290000	564.000
2087.27	199.3740000	589.000
2090.07	199.8230000	579.000
2092.77	200.2440000	598.000
2095.52	200.7170000	609.000
2098.27	201.1320000	668.000
2101.02	201.5770000	627.000
2107.04	202.5790000	539.000
2109.32	202.9540000	530.000
2112.54	203.4780000	539.000
2114.77	203.8610000	541.000
2117.52	204.4580000	466.000
2120.27	205.0500000	489.000
2123.02	205.6980000	436.000
2125.77	206.2720000	493.000
2128.52	206.8150000	462.000
2131.27	207.2880000	488.000
2134.02	207.7240000	490.000
2136.77	208.2310000	506.000
2139.52	208.7010000	487.000
2142.27	209.1810000	499.000
2145.02	209.6710000	513.000
2147.77	210.0940000	504.000
2151.07	210.6500000	515.000
2153.27	210.9930000	511.000
2156.02	211.4170000	532.000
2158.82	211.8710000	548.000
2161.52	212.2550000	565.000
2164.27	212.6500000	558.000
2167.02	213.1130000	579.000
2169.77	213.5420000	593.000
2172.52	213.9970000	577.000
2175.32	214.4540000	583.000
2178.02	214.9220000	586.000
2180.77	215.3340000	573.000
2183.52	215.8180000	574.000
2186.27	216.2260000	591.000
2189.02	216.7070000	561.000
2191.77	217.1040000	569.000
2194.52	217.5050000	506.000
2197.27	218.0090000	457.000
2200.02	218.5430000	480.000
2202.73	219.1040000	454.000
2203.83	219.3570000	443.000
2204.93	219.5950000	452.000
2206.03	219.8150000	445.000
2206.63	219.9630000	453.000
2208.23	220.3680000	460.000
2209.30	220.6500000	495.000
2210.43	220.8920000	461.000
2211.53	221.1240000	469.000
2212.63	221.3550000	489.000
2213.73	221.6250000	508.000
2214.83	221.9180000	538.000
2215.90	222.2260000	477.000
2217.03	222.5290000	484.000
2218.13	222.8400000	491.000
2219.23	223.1690000	488.000
2220.33	223.5090000	501.000
2221.38	223.8570000	495.000
2222.53	224.2710000	504.000
2223.63	224.5530000	528.000
2224.70	224.8690000	519.000
2225.83	225.2570000	543.000
2226.93	225.6190000	489.000
2228.00	225.9520000	464.000
2228.84	226.1980000	504.000
2230.23	226.5980000	476.000
2231.28	226.8790000	496.000
2231.93	227.0390000	516.000
2235.23	227.7430000	556.000
2236.83	228.0270000	532.000
2237.92	228.2910000	547.000
2238.53	228.4800000	547.000
2240.13	228.9520000	503.000
2241.23	229.3270000	504.000
2242.33	229.7640000	491.000
2243.43	230.1380000	517.000
2244.53	230.4990000	490.000
2245.63	230.8480000	471.000
2246.73	231.0920000	473.000
2247.33	231.2220000	464.000
2248.93	231.4720000	474.000
2249.98	231.8510000	506.000
2251.13	232.2730000	456.000
2252.23	232.6810000	417.000
2253.33	232.9720000	429.000
2253.93	233.1290000	431.000
2255.53	233.4890000	429.000
2256.63	233.7290000	433.000
2257.73	234.0030000	440.000
2258.83	234.3150000	434.000
2259.93	234.6010000	419.000
2261.03	234.8710000	429.000
2262.08	235.1130000	457.000
2263.23	235.3550000	430.000
2264.33	235.6030000	426.000
2265.43	235.8710000	433.000
2266.53	236.1270000	453.000
2267.58	236.3480000	519.000
2268.23	236.4660000	462.000
2269.83	236.7810000	478.000
2270.93	237.0200000	499.000
2272.00	237.2670000	508.000
2272.87	237.4190000	481.000
2274.23	237.6750000	512.000
2275.33	237.9090000	518.000
2276.43	238.1260000	529.000
2277.00	238.2370000	554.000
2277.53	238.3600000	543.000
2278.63	238.6140000	545.000
2279.21	238.7260000	548.000
2280.83	239.0460000	539.000
2281.40	239.1650000	565.000
2281.93	239.2750000	557.000
2282.53	239.3950000	554.000
2283.60	239.6090000	566.000
2284.08	239.7020000	550.000
2285.23	239.9220000	549.000
2285.80	240.0300000	588.000
2286.33	240.1310000	549.000
2286.88	240.2350000	559.000
2287.43	240.3470000	565.000
2288.00	240.4640000	579.000
2288.53	240.5730000	564.000
2289.63	240.7900000	566.000
2290.20	240.9020000	577.000
2290.73	241.0010000	562.000
2291.80	241.2010000	594.000
2292.40	241.2840000	597.000
2292.93	241.3550000	592.000
2294.03	241.5250000	601.000
2294.60	241.6250000	606.000
2295.13	241.7180000	599.000
2296.23	241.9060000	609.000
2296.80	242.0030000	616.000
2297.33	242.0810000	616.000
2298.43	242.2410000	611.000
2299.00	242.3210000	627.000
2299.53	242.3960000	623.000
2300.63	242.5450000	641.000
2301.21	242.6190000	661.000
2302.83	242.8380000	648.000
2303.40	242.9160000	667.000
2303.93	242.9620000	653.000
2305.03	243.0580000	673.000
2305.60	243.1290000	696.000
2306.13	243.1960000	680.000
2307.23	243.3370000	594.000
2307.80	243.4120000	523.000
2308.33	243.4820000	539.000
2309.43	243.6320000	521.000
2310.00	243.7100000	515.000
2310.53	243.7900000	519.000
2311.63	243.9580000	525.000
2312.23	244.0420000	542.000
2314.96	244.4920000	538.000
2315.53	244.5770000	558.000
2317.13	244.8290000	546.000
2318.23	245.0250000	541.000
2319.33	245.2920000	528.000
2320.43	245.5730000	528.000
2321.53	245.8660000	523.000
2322.63	246.1410000	519.000
2323.73	246.4230000	502.000
2324.32	246.5790000	503.000
2325.93	247.0420000	494.000
2327.03	247.3900000	475.000
2328.14	247.7610000	486.000
2329.23	248.1870000	513.000
2330.33	248.6050000	508.000
2330.93	248.8250000	545.000
2332.53	249.2660000	525.000
2333.63	249.5390000	525.000
2334.23	249.6990000	540.000
2335.83	250.1590000	473.000
2336.92	250.5320000	466.000
2338.03	250.9640000	408.000
2339.13	251.4060000	410.000
2340.23	251.8690000	413.000
2341.33	252.3560000	408.000
2342.43	252.7600000	432.000
2345.73	254.0620000	401.000
2346.83	254.5330000	395.000
2347.90	254.9860000	396.000
2349.03	255.3900000	401.000
2350.13	255.7770000	398.000
2351.20	256.1490000	426.000
2351.83	256.3360000	427.000
2353.43	256.8510000	420.000
2354.53	257.2750000	405.000
2355.63	257.6700000	442.000
2356.73	258.0890000	422.000
2357.83	258.5340000	448.000
2358.93	258.8900000	475.000
2360.03	259.2620000	466.000
2361.13	259.6520000	483.000
2362.23	260.2080000	465.000
2362.83	260.5120000	450.000
2364.43	261.2370000	493.000
2365.53	261.7070000	510.000
2366.63	262.1880000	496.000
2367.70	262.6670000	430.000
2368.83	263.1180000	473.000
2369.93	263.5310000	451.000
2371.03	263.9180000	434.000
2372.13	264.2820000	456.000
2373.23	264.6150000	452.000
2374.33	264.9170000	424.000
2375.43	265.2990000	443.000
2376.53	265.6360000	480.000
2377.63	265.9210000	482.000
2378.73	266.2070000	509.000
2379.83	266.4740000	462.000
2380.93	266.7220000	414.000
2382.03	267.0940000	417.000
2383.13	267.4650000	398.000
2384.23	267.8330000	415.000
2385.33	268.2180000	412.000
2386.43	268.6210000	422.000
2387.53	269.0420000	417.000
2388.63	269.4780000	384.000
2389.73	269.8770000	425.000
2390.83	270.2360000	414.000
2391.93	270.6490000	418.000
2393.03	271.0450000	454.000
2394.13	271.4230000	423.000
2395.23	271.8400000	454.000
2395.83	272.0670000	439.000
2397.43	272.6650000	460.000
2398.53	273.0490000	441.000
2399.63	273.4710000	458.000
2400.73	273.9350000	453.000
2401.33	274.1630000	445.000
2402.93	274.7670000	470.000
2403.53	274.9900000	451.000
2405.13	275.5760000	483.000
2406.23	275.9760000	467.000
2407.33	276.3740000	463.000
2408.43	276.7420000	475.000
2409.53	277.1170000	455.000
2410.63	277.5030000	479.000
2411.73	277.8510000	504.000
2412.83	278.2450000	467.000
2413.93	278.6890000	452.000
2415.03	279.0610000	480.000
2415.63	279.2620000	466.000
2417.23	279.7710000	428.000
2417.83	280.0050000	438.000
2419.34	280.5750000	420.000
2420.53	280.9850000	463.000
2421.63	281.2660000	455.000
2422.23	281.4190000	473.000
2423.78	281.8630000	462.000
2424.93	282.3280000	448.000
2426.03	282.7510000	457.000
2427.13	283.1430000	468.000
2428.23	283.4720000	425.000
2429.33	283.8050000	453.000
2430.43	284.1430000	471.000
2431.48	284.4520000	499.000
2432.63	284.8040000	509.000
2433.73	285.1550000	465.000
2434.83	285.4830000	477.000
2435.93	285.8280000	457.000
2437.03	286.1920000	470.000
2438.13	286.5010000	486.000
2439.23	286.8140000	495.000
2440.33	287.1330000	500.000
2441.43	287.4650000	507.000
2442.53	287.7980000	520.000
2443.63	288.1320000	529.000
2444.73	288.4230000	514.000
2445.83	288.7250000	521.000
2446.93	289.0390000	511.000
2448.03	289.3750000	532.000
2449.13	289.7090000	530.000
2450.18	290.0250000	531.000
2451.33	290.3100000	547.000
2452.43	290.5800000	524.000
2455.73	291.5620000	454.000
2456.83	291.9640000	459.000
2457.93	292.3390000	448.000
2459.00	292.7210000	453.000
2460.13	293.1450000	444.000
2460.70	293.3580000	454.000
2462.33	293.9950000	482.000
2462.90	294.2360000	521.000
2464.53	294.8570000	489.000
2465.10	295.0620000	501.000
2466.73	295.6970000	552.000
2467.30	295.8570000	564.000
2468.93	296.3100000	587.000
2469.50	296.4690000	524.000
2471.13	297.1100000	488.000
2471.70	297.3660000	505.000
2473.33	298.1010000	467.000
2473.90	298.3080000	491.000
2475.53	298.8750000	519.000
2476.10	299.0570000	518.000
2477.73	299.6040000	496.000
2478.83	299.9620000	518.000
2479.40	300.1360000	520.000
2481.03	300.7470000	459.000
2481.60	300.9810000	487.000
2483.23	301.7570000	453.000
2483.80	301.9600000	453.000
2485.43	302.5220000	456.000
2486.00	302.7090000	462.000
2487.63	303.2420000	466.000
2488.20	303.4280000	477.000
2489.83	303.9770000	491.000
2490.40	304.1720000	490.000
2492.03	304.7110000	498.000
2492.60	304.8860000	505.000
2494.23	305.4500000	451.000
2494.80	305.6590000	449.000
2496.43	306.3620000	459.000
2497.00	306.6600000	485.000
2498.58	307.4260000	459.000
2499.20	307.6680000	466.000
2500.83	308.3120000	478.000
2501.40	308.5390000	509.000
2503.03	309.2940000	467.000
2503.60	309.5680000	460.000
2505.23	310.3350000	461.000
2505.80	310.5910000	493.000
2507.43	311.2790000	470.000
2508.00	311.5110000	517.000
2509.63	312.1760000	515.000
2510.20	312.4350000	516.000
2511.83	313.1720000	522.000
2512.40	313.4240000	540.000
2514.03	314.1180000	548.000
2514.60	314.3560000	568.000
2516.23	315.0280000	553.000
2516.80	315.2530000	634.000
2518.43	315.8810000	618.000
2519.00	316.0900000	606.000
2520.63	316.6590000	598.000
2521.20	316.8530000	635.000
2522.83	317.3950000	607.000
2523.40	317.5950000	515.000
2525.03	318.1730000	465.000
2525.60	318.3800000	459.000
2527.23	318.9880000	445.000
2527.80	319.2050000	480.000
2529.43	319.9520000	481.000
2530.00	320.2170000	479.000
2531.63	320.9530000	478.000
2532.20	321.1960000	480.000
2533.83	321.8200000	498.000
2534.40	322.0260000	503.000
2536.03	322.5820000	521.000
2536.60	322.7680000	529.000
2538.23	323.2940000	519.000
2538.80	323.4760000	528.000
2540.43	323.9830000	519.000
2541.00	324.1580000	533.000
2542.63	324.6460000	544.000
2543.20	324.8090000	557.000
2544.83	325.2720000	593.000
2545.40	325.4340000	568.000
2546.98	325.8890000	580.000
2547.60	326.0690000	590.000
2549.23	326.5490000	612.000
2549.80	326.7080000	617.000
2551.43	327.1520000	626.000
2552.00	327.2980000	644.000
2553.63	327.7160000	633.000
2554.20	327.8620000	635.000
2555.81	328.3080000	611.000
2556.40	328.4740000	634.000
2558.03	328.9290000	644.000
2558.60	329.0850000	654.000
2560.23	329.5200000	642.000
2560.80	329.6700000	662.000
2562.43	330.1080000	657.000
2565.20	330.8510000	669.000
2566.83	331.2930000	636.000
2567.40	331.4450000	658.000
2569.03	331.7830000	643.000
2569.60	331.8940000	663.000
2571.23	332.2280000	621.000
2571.80	332.3560000	637.000
2573.43	332.7910000	615.000
2574.00	332.9550000	637.000
2575.58	333.4110000	636.000
2576.20	333.5630000	649.000
2577.78	333.9270000	673.000
2578.93	334.1680000	721.000
2579.50	334.2750000	726.000
2581.08	334.5740000	738.000
2581.70	334.6930000	776.000
2583.28	334.9860000	798.000
2583.90	335.1000000	797.000
2585.48	335.3880000	599.000
2586.61	335.6010000	590.000
2587.68	335.8020000	604.000
2588.30	335.9180000	607.000
2589.88	336.2230000	631.000
2590.50	336.3450000	652.000
2592.08	336.6830000	581.000
2592.70	336.8240000	597.000
2594.29	337.2120000	570.000
2594.90	337.3800000	566.000
2596.48	337.8510000	537.000
2597.10	338.0430000	531.000
2598.70	338.5970000	496.000
2599.30	338.8210000	504.000
2600.93	339.4500000	486.000
2601.50	339.6820000	486.000
2603.13	340.3920000	453.000
2604.14	340.8670000	445.000
2604.23	340.9120000	445.000
2605.33	341.4570000	465.000
2605.90	341.7680000	460.000
2607.53	342.7130000	449.000
2608.10	343.0820000	439.000
2609.73	344.1700000	395.000
2610.30	344.5570000	394.000
2611.93	345.5870000	370.000
2613.00	346.1910000	366.000
2614.13	346.8140000	375.000
2614.70	347.1190000	368.000
2616.30	347.9440000	374.000
2616.90	348.2470000	389.000
2618.53	349.0980000	391.000
2619.63	349.6650000	417.000
2620.73	350.2250000	403.000
2621.30	350.5110000	421.000
2622.93	351.3260000	459.000
2623.50	351.6100000	407.000
2625.13	352.4530000	392.000
2625.70	352.7640000	402.000
2627.33	353.6510000	414.000
2627.90	353.9580000	403.000
2629.53	354.7740000	397.000
2630.61	355.2870000	405.000
2631.73	355.8090000	395.000
2632.83	356.3890000	406.000
2633.93	357.0190000	403.000
2635.03	357.7000000	404.000
2636.13	358.3930000	420.000
2637.22	359.0880000	435.000
2638.33	359.8050000	431.000
2639.43	360.4930000	417.000
2640.53	361.1730000	418.000
2641.63	361.8420000	456.000
2642.73	362.5100000	415.000
2643.83	363.1620000	420.000
2644.93	363.7980000	466.000
2646.03	364.4190000	433.000
2647.12	365.0090000	487.000
2648.23	365.5800000	413.000
2649.33	366.1330000	449.000
2650.43	366.6870000	416.000
2651.53	367.2430000	460.000
2652.63	367.7850000	416.000
2653.73	368.3290000	403.000
2654.83	368.8740000	460.000
2655.93	369.4950000	422.000
2657.03	370.1230000	422.000
2658.13	370.7570000	444.000
2659.23	371.3700000	518.000
2660.33	371.9710000	508.000
2661.43	372.5600000	491.000
2662.53	373.1160000	502.000
2663.63	373.6690000	523.000
2664.73	374.2200000	540.000
2665.83	374.8370000	451.000
2666.93	375.4750000	445.000
