/* DATA DESCRIPTION:
Citation:	Gkinis, Vasileios; Dahl-Jensen, Dorthe; Steffensen, Jørgen Peder; Vinther, Bo Møllesøe; Landais, Amaëlle; Jouzel, Jean; Masson-Delmotte, Valerie; Cattani, Olivier; Minster, Bénédicte; Grisart, Antoine; Hörhold, Maria; Stenni, Barbara; Selmo, Enricomaria (2021): Oxygen-18 isotope ratios from the EPICA Dome C ice core at 11 cm resolution [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.939445
Abstract:	Abstract: We present here a high resolution (0.11 m) dataset of the isotopic composition of the ice (δ¹⁸O) from the EPICA Dome-C ice core. The dataset covers the depth range 7.81-3189.89 m (0.05-802.427 ka). Analysis is performed in Copenhagen with a CO~2~ equilibration Mass Spectrometry system (Finnegan MAT 251). Samples of 5 ml are equilibrated with CO~2~ for 6 hours under vibrations, thereafter injected to the mass spectrometer where the ¹⁸O/¹⁶O ratio is obtained on masses 46 and 44. All measurements reported on the SMOW-SLAP scale using a 2-point linear calibration (standards used: Crete: -33.61 ‰ and DC02: -54.11 ‰ . The combined uncertainty of the record is 0.07 ‰. We interpolate the dataset on the AICC2012 chronology.
Keyword(s):	Antarctica; d18O; Dome C; EPICA; ice cores; Isotope ratio; mass spectrometry; water isotopes
Related to:	Gkinis, Vasileios (2011): High resolution water isotope data from ice cores. Zenodo, https://doi.org/10.5281/zenodo.5653088
	Landais, Amaëlle; Masson-Delmotte, Valerie; Stenni, Barbara; Selmo, Enricomaria; Roche, D M; Jouzel, Jean; Lambert, Fabrice; Guillevic, Myriam; Bazin, Lucie; Arzel, O; Vinther, Bo Møllesøe; Gkinis, Vasileios; Popp, Trevor (2015): A review of the bipolar see–saw from synchronized and high resolution ice core water stable isotope records from Greenland and East Antarctica. Quaternary Science Reviews, 114, 18-32, https://doi.org/10.1016/j.quascirev.2015.01.031
Further details:	Seierstad, Inger K; Johnsen, Sigfús Jóhann; Vinther, Bo Møllesøe; Olsen, Jesper (2005): The duration of the Bølling-Allerød period (Greenland Interstadial 1) in the GRIP ice core. Annals of Glaciology, 42, 337-344, https://doi.org/10.3189/172756405781812556
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, sediment/rock: 7.755 m * MAXIMUM DEPTH, sediment/rock: 3189.835 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	The record is not continuous and presents 14 gaps in the following depth ranges:
	1. 120.01 - 120.67 (7 samples)
	2. 234.41 - 234.85 (5 samples)
	3. 288.86 - 290.40 (15 samples)
	4. 656.81 - 659.45 (28 samples)
	5. 1528.56 - 1539.45 (100 samples)
	6. 1583.56 - 1594.45 (100 samples)
	7. 1638.56 - 1649.45 (100 samples)
	8. 1693.56 - 1704.45 (100 samples)
	9. 1748.56 - 1759.45 (100 samples)
	10. 1803.56 - 1814.45 (100 samples)
	11. 2141.81 - 2144.45 (25 samples)
	12. 2238.06 - 2239.6 (15 samples)
	13. 2249.06 - 2317.7 (625 samples)
	14. 2756.16 - 2794.55 (350 samples)
Parameter(s):	Depth, top/min [m] (Depth top) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Depth, bottom/max [m] (Depth bot) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Age, dated [ka] (Age dated) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	δ18O [‰] (δ18O) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558) * METHOD/DEVICE: Mass spectrometer Finnigan MAT 251
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	114049 data points
*/
Depth top [m]	Depth bot [m]	Depth sed [m]	Age dated [ka]	δ18O [‰]
848.43	848.54	848.485	51.27489	-55.65
848.54	848.65	848.595	51.28583	-54.82
848.65	848.76	848.705	51.29678	-53.80
848.76	848.87	848.815	51.30773	-53.48
848.87	848.98	848.925	51.31867	-54.71
848.98	849.09	849.035	51.32962	-54.77
849.09	849.20	849.145	51.34057	-54.63
849.20	849.31	849.255	51.35151	-55.68
849.31	849.42	849.365	51.36246	-55.22
849.42	849.53	849.475	51.37341	-54.68
849.53	849.64	849.585	51.38435	-54.70
849.64	849.75	849.695	51.39530	-54.55
849.75	849.86	849.805	51.40607	-54.40
849.86	849.97	849.915	51.41683	-53.99
849.97	850.08	850.025	51.42760	-55.26
850.08	850.19	850.135	51.43837	-55.41
850.19	850.30	850.245	51.44913	-55.85
850.30	850.41	850.355	51.45990	-54.35
850.41	850.52	850.465	51.47067	-53.47
850.52	850.63	850.575	51.48143	-54.77
850.63	850.74	850.685	51.49220	-55.56
850.74	850.85	850.795	51.50297	-54.76
850.85	850.96	850.905	51.51373	-54.40
850.96	851.07	851.015	51.52450	-54.35
851.07	851.18	851.125	51.53527	-54.59
851.18	851.29	851.235	51.54603	-53.92
851.29	851.40	851.345	51.55680	-55.33
851.40	851.51	851.455	51.56811	-56.46
851.51	851.62	851.565	51.57941	-56.22
851.62	851.73	851.675	51.59072	-54.86
851.73	851.84	851.785	51.60203	-54.83
851.84	851.95	851.895	51.61333	-54.62
851.95	852.06	852.005	51.62464	-54.46
852.06	852.17	852.115	51.63595	-55.04
852.17	852.28	852.225	51.64725	-54.93
852.28	852.39	852.335	51.65856	-54.96
852.39	852.50	852.445	51.66987	-54.86
852.50	852.61	852.555	51.68117	-54.95
852.61	852.72	852.665	51.69248	-55.90
852.72	852.83	852.775	51.70379	-55.36
852.83	852.94	852.885	51.71509	-53.72
852.94	853.05	852.995	51.72640	-54.85
853.05	853.16	853.105	51.73724	-55.22
853.16	853.27	853.215	51.74808	-55.59
853.27	853.38	853.325	51.75892	-54.15
853.38	853.49	853.435	51.76976	-54.08
853.49	853.60	853.545	51.78060	-54.50
853.60	853.71	853.655	51.79144	-54.79
853.71	853.82	853.765	51.80228	-54.11
853.82	853.93	853.875	51.81312	-54.93
853.93	854.04	853.985	51.82396	-55.02
854.04	854.15	854.095	51.83480	-54.56
854.15	854.26	854.205	51.84564	-54.01
854.26	854.37	854.315	51.85648	-55.38
854.37	854.48	854.425	51.86732	-54.36
854.48	854.59	854.535	51.87816	-54.36
854.59	854.70	854.645	51.88900	-55.28
854.70	854.81	854.755	51.89961	-55.27
854.81	854.92	854.865	51.91021	-54.56
854.92	855.03	854.975	51.92082	-54.66
855.03	855.14	855.085	51.93143	-54.63
855.14	855.25	855.195	51.94203	-55.04
855.25	855.36	855.305	51.95264	-54.73
855.36	855.47	855.415	51.96325	-55.65
855.47	855.58	855.525	51.97385	-55.09
855.58	855.69	855.635	51.98446	-54.85
855.69	855.80	855.745	51.99507	-54.58
855.80	855.91	855.855	52.00567	-54.41
855.91	856.02	855.965	52.01628	-53.29
856.02	856.13	856.075	52.02689	-54.48
856.13	856.24	856.185	52.03749	-55.10
856.24	856.35	856.295	52.04810	-54.66
856.35	856.46	856.405	52.05837	-53.98
856.46	856.57	856.515	52.06863	-53.60
856.57	856.68	856.625	52.07890	-53.93
856.68	856.79	856.735	52.08917	-55.04
856.79	856.90	856.845	52.09943	-54.42
856.90	857.01	856.955	52.10970	-54.46
857.01	857.12	857.065	52.11997	-53.41
857.12	857.23	857.175	52.13023	-53.83
857.23	857.34	857.285	52.14050	-53.97
857.34	857.45	857.395	52.15077	-54.10
857.45	857.56	857.505	52.16103	-54.48
857.56	857.67	857.615	52.17130	-55.38
857.67	857.78	857.725	52.18157	-55.11
857.78	857.89	857.835	52.19183	-54.68
857.89	858.00	857.945	52.20210	-55.36
858.00	858.11	858.055	52.21257	-53.68
858.11	858.22	858.165	52.22305	-54.56
858.22	858.33	858.275	52.23352	-54.56
858.33	858.44	858.385	52.24399	-54.64
858.44	858.55	858.495	52.25447	-55.13
858.55	858.66	858.605	52.26494	-54.49
858.66	858.77	858.715	52.27541	-53.85
858.77	858.88	858.825	52.28589	-54.99
858.88	858.99	858.935	52.29636	-54.39
858.99	859.10	859.045	52.30683	-54.45
859.10	859.21	859.155	52.31731	-54.50
859.21	859.32	859.265	52.32778	-52.86
859.32	859.43	859.375	52.33825	-53.28
859.43	859.54	859.485	52.34873	-55.16
859.54	859.65	859.595	52.35920	-55.56
859.65	859.76	859.705	52.36912	-51.56
859.76	859.87	859.815	52.37904	-54.09
859.87	859.98	859.925	52.38896	-53.82
859.98	860.09	860.035	52.39888	-54.02
860.09	860.20	860.145	52.40880	-54.34
860.20	860.31	860.255	52.41872	-53.90
860.31	860.42	860.365	52.42864	-51.74
860.42	860.53	860.475	52.43856	-53.23
860.53	860.64	860.585	52.44848	-53.70
860.64	860.75	860.695	52.45840	-54.19
860.75	860.86	860.805	52.46832	-50.71
860.86	860.97	860.915	52.47824	-54.88
860.97	861.08	861.025	52.48816	-54.49
861.08	861.19	861.135	52.49808	-55.23
861.19	861.30	861.245	52.50800	-54.88
861.30	861.41	861.355	52.51746	-54.49
861.41	861.52	861.465	52.52692	-54.77
861.52	861.63	861.575	52.53638	-53.33
861.63	861.74	861.685	52.54584	-53.40
861.74	861.85	861.795	52.55530	-53.75
861.85	861.96	861.905	52.56476	-53.61
861.96	862.07	862.015	52.57422	-53.24
862.07	862.18	862.125	52.58368	-54.32
862.18	862.29	862.235	52.59314	-54.40
862.29	862.40	862.345	52.60260	-54.34
862.40	862.51	862.455	52.61206	-52.55
862.51	862.62	862.565	52.62152	-52.90
862.62	862.73	862.675	52.63098	-53.38
862.73	862.84	862.785	52.64044	-52.19
862.84	862.95	862.895	52.64990	-52.80
862.95	863.06	863.005	52.65929	-53.41
863.06	863.17	863.115	52.66867	-55.01
863.17	863.28	863.225	52.67806	-54.52
863.28	863.39	863.335	52.68745	-54.02
863.39	863.50	863.445	52.69683	-53.97
863.50	863.61	863.555	52.70622	-53.65
863.61	863.72	863.665	52.71561	-53.59
863.72	863.83	863.775	52.72499	-54.02
863.83	863.94	863.885	52.73438	-52.18
863.94	864.05	863.995	52.74377	-53.05
864.05	864.16	864.105	52.75315	-54.22
864.16	864.27	864.215	52.76254	-54.00
864.27	864.38	864.325	52.77193	-53.87
864.38	864.49	864.435	52.78131	-53.99
864.49	864.60	864.545	52.79070	-54.27
864.60	864.71	864.655	52.80085	-54.39
864.71	864.82	864.765	52.81099	-54.42
864.82	864.93	864.875	52.82114	-55.56
864.93	865.04	864.985	52.83129	-55.76
865.04	865.15	865.095	52.84143	-54.31
865.15	865.26	865.205	52.85158	-54.83
865.26	865.37	865.315	52.86173	-54.36
865.37	865.48	865.425	52.87187	-53.24
865.48	865.59	865.535	52.88202	-53.83
865.59	865.70	865.645	52.89217	-54.58
865.70	865.81	865.755	52.90231	-55.32
865.81	865.92	865.865	52.91246	-54.50
865.92	866.03	865.975	52.92261	-54.50
866.03	866.14	866.085	52.93275	-54.52
866.14	866.25	866.195	52.94290	-54.22
866.25	866.36	866.305	52.95265	-54.04
866.36	866.47	866.415	52.96239	-54.70
866.47	866.58	866.525	52.97214	-53.89
866.58	866.69	866.635	52.98189	-53.84
866.69	866.80	866.745	52.99163	-54.40
866.80	866.91	866.855	53.00138	-53.97
866.91	867.02	866.965	53.01113	-54.92
867.02	867.13	867.075	53.02087	-54.16
867.13	867.24	867.185	53.03062	-54.54
867.24	867.35	867.295	53.04037	-54.60
867.35	867.46	867.405	53.05011	-53.24
867.46	867.57	867.515	53.05986	-54.22
867.57	867.68	867.625	53.06961	-54.01
867.68	867.79	867.735	53.07935	-54.08
867.79	867.90	867.845	53.08910	-53.70
867.90	868.01	867.955	53.09874	-53.14
868.01	868.12	868.065	53.10838	-53.28
868.12	868.23	868.175	53.11802	-53.99
868.23	868.34	868.285	53.12766	-53.48
868.34	868.45	868.395	53.13730	-54.65
868.45	868.56	868.505	53.14694	-54.38
868.56	868.67	868.615	53.15658	-54.11
868.67	868.78	868.725	53.16622	-54.93
868.78	868.89	868.835	53.17586	-54.83
868.89	869.00	868.945	53.18550	-54.24
869.00	869.11	869.055	53.19514	-53.65
869.11	869.22	869.165	53.20478	-53.65
869.22	869.33	869.275	53.21442	-53.95
869.33	869.44	869.385	53.22406	-54.49
869.44	869.55	869.495	53.23370	-53.37
869.55	869.66	869.605	53.24315	-53.55
869.66	869.77	869.715	53.25259	-54.62
869.77	869.88	869.825	53.26204	-54.44
869.88	869.99	869.935	53.27149	-54.24
869.99	870.10	870.045	53.28093	-52.65
870.10	870.21	870.155	53.29038	-53.24
870.21	870.32	870.265	53.29983	-52.78
870.32	870.43	870.375	53.30927	-53.74
870.43	870.54	870.485	53.31872	-53.50
870.54	870.65	870.595	53.32817	-53.78
870.65	870.76	870.705	53.33761	-55.15
870.76	870.87	870.815	53.34706	-53.98
870.87	870.98	870.925	53.35651	-54.21
870.98	871.09	871.035	53.36595	-53.86
871.09	871.20	871.145	53.37540	-53.83
871.20	871.31	871.255	53.38451	-54.26
871.31	871.42	871.365	53.39361	-54.78
871.42	871.53	871.475	53.40272	-53.60
871.53	871.64	871.585	53.41183	-53.42
871.64	871.75	871.695	53.42093	-53.41
871.75	871.86	871.805	53.43004	-53.11
871.86	871.97	871.915	53.43915	-53.31
871.97	872.08	872.025	53.44825	-53.28
872.08	872.19	872.135	53.45736	-52.26
872.19	872.30	872.245	53.46647	-51.54
872.30	872.41	872.355	53.47557	-54.08
872.41	872.52	872.465	53.48468	-54.23
872.52	872.63	872.575	53.49379	-53.74
872.63	872.74	872.685	53.50289	-53.05
872.74	872.85	872.795	53.51200	-53.59
872.85	872.96	872.905	53.52185	-53.21
872.96	873.07	873.015	53.53169	-54.03
873.07	873.18	873.125	53.54154	-54.26
873.18	873.29	873.235	53.55139	-54.24
873.29	873.40	873.345	53.56123	-54.42
873.40	873.51	873.455	53.57108	-54.56
873.51	873.62	873.565	53.58093	-55.46
873.62	873.73	873.675	53.59077	-54.97
873.73	873.84	873.785	53.60062	-53.78
873.84	873.95	873.895	53.61047	-52.47
873.95	874.06	874.005	53.62031	-53.32
874.06	874.17	874.115	53.63016	-53.42
874.17	874.28	874.225	53.64001	-55.48
874.28	874.39	874.335	53.64985	-55.02
874.39	874.50	874.445	53.65970	-54.50
874.50	874.61	874.555	53.66865	-53.23
874.61	874.72	874.665	53.67761	-53.44
874.72	874.83	874.775	53.68656	-54.43
874.83	874.94	874.885	53.69551	-55.13
874.94	875.05	874.995	53.70447	-53.58
875.05	875.16	875.105	53.71342	-52.33
875.16	875.27	875.215	53.72237	-53.14
875.27	875.38	875.325	53.73133	-52.70
875.38	875.49	875.435	53.74028	-51.56
875.49	875.60	875.545	53.74923	-52.36
875.60	875.71	875.655	53.75819	-53.20
875.71	875.82	875.765	53.76714	-53.75
875.82	875.93	875.875	53.77609	-52.90
875.93	876.04	875.985	53.78505	-52.69
876.04	876.15	876.095	53.79400	-54.60
876.15	876.26	876.205	53.80292	-55.00
876.26	876.37	876.315	53.81184	-53.88
876.37	876.48	876.425	53.82076	-54.42
876.48	876.59	876.535	53.82968	-54.01
876.59	876.70	876.645	53.83860	-52.55
876.70	876.81	876.755	53.84752	-53.18
876.81	876.92	876.865	53.85644	-53.09
876.92	877.03	876.975	53.86536	-53.44
877.03	877.14	877.085	53.87428	-52.48
877.14	877.25	877.195	53.88320	-52.13
877.25	877.36	877.305	53.89212	-52.04
877.36	877.47	877.415	53.90104	-51.60
877.47	877.58	877.525	53.90996	-53.18
877.58	877.69	877.635	53.91888	-54.19
877.69	877.80	877.745	53.92780	-54.20
877.80	877.91	877.855	53.93636	-52.41
877.91	878.02	877.965	53.94492	-53.79
878.02	878.13	878.075	53.95348	-53.05
878.13	878.24	878.185	53.96204	-52.89
878.24	878.35	878.295	53.97060	-52.29
878.35	878.46	878.405	53.97916	-53.05
878.46	878.57	878.515	53.98772	-54.14
878.57	878.68	878.625	53.99628	-53.46
878.68	878.79	878.735	54.00484	-52.50
878.79	878.90	878.845	54.01340	-52.70
878.90	879.01	878.955	54.02196	-52.88
879.01	879.12	879.065	54.03052	-52.63
879.12	879.23	879.175	54.03908	-51.31
879.23	879.34	879.285	54.04764	-53.53
879.34	879.45	879.395	54.05620	-53.34
879.45	879.56	879.505	54.06482	-53.24
879.56	879.67	879.615	54.07344	-52.07
879.67	879.78	879.725	54.08206	-52.93
879.78	879.89	879.835	54.09068	-53.27
879.89	880.00	879.945	54.09930	-53.51
880.00	880.11	880.055	54.10792	-52.64
880.11	880.22	880.165	54.11654	-53.23
880.22	880.33	880.275	54.12516	-54.21
880.33	880.44	880.385	54.13378	-53.08
880.44	880.55	880.495	54.14240	-52.84
880.55	880.66	880.605	54.15102	-54.20
880.66	880.77	880.715	54.15964	-53.44
880.77	880.88	880.825	54.16826	-52.94
880.88	880.99	880.935	54.17688	-53.46
880.99	881.10	881.045	54.18550	-53.04
881.10	881.21	881.155	54.19499	-54.00
881.21	881.32	881.265	54.20447	-54.21
881.32	881.43	881.375	54.21396	-53.86
881.43	881.54	881.485	54.22345	-53.76
881.54	881.65	881.595	54.23293	-54.20
881.65	881.76	881.705	54.24242	-53.86
881.76	881.87	881.815	54.25191	-53.43
881.87	881.98	881.925	54.26139	-54.22
881.98	882.09	882.035	54.27088	-54.68
882.09	882.20	882.145	54.28037	-54.59
882.20	882.31	882.255	54.28985	-53.63
882.31	882.42	882.365	54.29934	-53.83
882.42	882.53	882.475	54.30883	-53.70
882.53	882.64	882.585	54.31831	-53.95
882.64	882.75	882.695	54.32780	-54.80
882.75	882.86	882.805	54.33789	-54.72
882.86	882.97	882.915	54.34797	-54.56
882.97	883.08	883.025	54.35806	-54.41
883.08	883.19	883.135	54.36815	-54.51
883.19	883.30	883.245	54.37823	-55.18
883.30	883.41	883.355	54.38832	-55.04
883.41	883.52	883.465	54.39841	-54.64
883.52	883.63	883.575	54.40849	-54.53
883.63	883.74	883.685	54.41858	-53.64
883.74	883.85	883.795	54.42867	-54.07
883.85	883.96	883.905	54.43875	-53.56
883.96	884.07	884.015	54.44884	-53.39
884.07	884.18	884.125	54.45893	-54.28
884.18	884.29	884.235	54.46901	-55.44
884.29	884.40	884.345	54.47910	-55.47
884.40	884.51	884.455	54.48833	-53.54
884.51	884.62	884.565	54.49757	-53.26
884.62	884.73	884.675	54.50680	-53.56
884.73	884.84	884.785	54.51603	-53.85
884.84	884.95	884.895	54.52527	-53.53
884.95	885.06	885.005	54.53450	-53.47
885.06	885.17	885.115	54.54373	-54.26
885.17	885.28	885.225	54.55297	-54.47
885.28	885.39	885.335	54.56220	-55.13
885.39	885.50	885.445	54.57143	-52.65
885.50	885.61	885.555	54.58067	-52.58
885.61	885.72	885.665	54.58990	-53.05
885.72	885.83	885.775	54.59913	-53.32
885.83	885.94	885.885	54.60837	-54.58
885.94	886.05	885.995	54.61760	-53.80
886.05	886.16	886.105	54.62729	-54.72
886.16	886.27	886.215	54.63699	-53.88
886.27	886.38	886.325	54.64668	-54.61
886.38	886.49	886.435	54.65637	-53.87
886.49	886.60	886.545	54.66607	-54.45
886.60	886.71	886.655	54.67576	-55.02
886.71	886.82	886.765	54.68545	-54.40
886.82	886.93	886.875	54.69515	-54.33
886.93	887.04	886.985	54.70484	-53.25
887.04	887.15	887.095	54.71453	-54.15
887.15	887.26	887.205	54.72423	-53.64
887.26	887.37	887.315	54.73392	-53.76
887.37	887.48	887.425	54.74361	-55.46
887.48	887.59	887.535	54.75331	-55.18
887.59	887.70	887.645	54.76300	-53.79
887.70	887.81	887.755	54.77272	-53.73
887.81	887.92	887.865	54.78244	-53.87
887.92	888.03	887.975	54.79216	-54.73
888.03	888.14	888.085	54.80188	-54.61
888.14	888.25	888.195	54.81160	-54.36
888.25	888.36	888.305	54.82132	-54.44
888.36	888.47	888.415	54.83104	-54.85
888.47	888.58	888.525	54.84076	-55.00
888.58	888.69	888.635	54.85048	-54.38
888.69	888.80	888.745	54.86020	-54.90
888.80	888.91	888.855	54.86992	-53.71
888.91	889.02	888.965	54.87964	-54.34
889.02	889.13	889.075	54.88936	-53.73
889.13	889.24	889.185	54.89908	-51.91
889.24	889.35	889.295	54.90880	-53.28
889.35	889.46	889.405	54.91809	-54.33
889.46	889.57	889.515	54.92739	-53.97
889.57	889.68	889.625	54.93668	-53.21
889.68	889.79	889.735	54.94597	-54.11
889.79	889.90	889.845	54.95527	-53.45
889.90	890.01	889.955	54.96456	-54.17
890.01	890.12	890.065	54.97385	-53.88
890.12	890.23	890.175	54.98315	-53.03
890.23	890.34	890.285	54.99244	-53.81
890.34	890.45	890.395	55.00173	-54.08
890.45	890.56	890.505	55.01103	-53.41
890.56	890.67	890.615	55.02032	-52.88
890.67	890.78	890.725	55.02961	-54.01
890.78	890.89	890.835	55.03891	-53.89
890.89	891.00	890.945	55.04820	-54.03
891.00	891.11	891.055	55.05838	-53.95
891.11	891.22	891.165	55.06856	-54.58
891.22	891.33	891.275	55.07874	-54.93
891.33	891.44	891.385	55.08892	-55.63
891.44	891.55	891.495	55.09910	-55.28
891.55	891.66	891.605	55.10928	-55.01
891.66	891.77	891.715	55.11946	-55.60
891.77	891.88	891.825	55.12964	-54.72
891.88	891.99	891.935	55.13982	-54.05
891.99	892.10	892.045	55.15000	-54.09
892.10	892.21	892.155	55.16018	-54.27
892.21	892.32	892.265	55.17036	-54.71
892.32	892.43	892.375	55.18054	-54.61
892.43	892.54	892.485	55.19072	-54.08
892.54	892.65	892.595	55.20090	-54.54
892.65	892.76	892.705	55.21148	-55.15
892.76	892.87	892.815	55.22206	-54.55
892.87	892.98	892.925	55.23264	-54.53
892.98	893.09	893.035	55.24322	-55.39
893.09	893.20	893.145	55.25380	-54.57
893.20	893.31	893.255	55.26438	-54.79
893.31	893.42	893.365	55.27496	-55.12
893.42	893.53	893.475	55.28554	-54.88
893.53	893.64	893.585	55.29612	-55.55
893.64	893.75	893.695	55.30670	-54.20
893.75	893.86	893.805	55.31728	-54.00
893.86	893.97	893.915	55.32786	-53.18
893.97	894.08	894.025	55.33844	-54.19
894.08	894.19	894.135	55.34902	-55.49
894.19	894.30	894.245	55.35960	-54.71
894.30	894.41	894.355	55.37056	-54.09
894.41	894.52	894.465	55.38152	-54.28
894.52	894.63	894.575	55.39248	-55.46
894.63	894.74	894.685	55.40344	-55.86
894.74	894.85	894.795	55.41440	-55.46
894.85	894.96	894.905	55.42536	-54.68
894.96	895.07	895.015	55.43632	-55.22
895.07	895.18	895.125	55.44728	-56.08
895.18	895.29	895.235	55.45824	-55.81
895.29	895.40	895.345	55.46920	-54.83
895.40	895.51	895.455	55.48016	-54.68
895.51	895.62	895.565	55.49112	-53.89
895.62	895.73	895.675	55.50208	-55.53
895.73	895.84	895.785	55.51304	-55.84
895.84	895.95	895.895	55.52400	-55.11
895.95	896.06	896.005	55.53406	-54.82
896.06	896.17	896.115	55.54412	-55.29
896.17	896.28	896.225	55.55418	-55.25
896.28	896.39	896.335	55.56424	-54.78
896.39	896.50	896.445	55.57430	-54.98
896.50	896.61	896.555	55.58436	-54.12
896.61	896.72	896.665	55.59442	-54.17
896.72	896.83	896.775	55.60448	-54.09
896.83	896.94	896.885	55.61454	-53.23
896.94	897.05	896.995	55.62460	-52.92
897.05	897.16	897.105	55.63466	-53.86
897.16	897.27	897.215	55.64472	-54.84
897.27	897.38	897.325	55.65478	-54.47
897.38	897.49	897.435	55.66484	-55.23
897.49	897.60	897.545	55.67490	-54.11
897.60	897.71	897.655	55.68463	-54.93
897.71	897.82	897.765	55.69435	-54.71
897.82	897.93	897.875	55.70408	-53.37
897.93	898.04	897.985	55.71381	-54.53
898.04	898.15	898.095	55.72353	-54.91
898.15	898.26	898.205	55.73326	-54.62
898.26	898.37	898.315	55.74299	-53.90
898.37	898.48	898.425	55.75271	-53.88
898.48	898.59	898.535	55.76244	-54.60
898.59	898.70	898.645	55.77217	-53.32
898.70	898.81	898.755	55.78189	-53.11
898.81	898.92	898.865	55.79162	-53.95
898.92	899.03	898.975	55.80135	-53.88
899.03	899.14	899.085	55.81107	-53.70
899.14	899.25	899.195	55.82080	-54.33
899.25	899.36	899.305	55.83087	-53.83
899.36	899.47	899.415	55.84095	-52.80
899.47	899.58	899.525	55.85102	-54.38
899.58	899.69	899.635	55.86109	-55.65
899.69	899.80	899.745	55.87117	-56.06
899.80	899.91	899.855	55.88124	-54.61
899.91	900.02	899.965	55.89131	-54.82
900.02	900.13	900.075	55.90139	-53.62
900.13	900.24	900.185	55.91146	-54.88
900.24	900.35	900.295	55.92153	-54.77
900.35	900.46	900.405	55.93161	-54.94
900.46	900.57	900.515	55.94168	-55.03
900.57	900.68	900.625	55.95175	-54.24
900.68	900.79	900.735	55.96183	-52.10
900.79	900.90	900.845	55.97190	-52.75
900.90	901.01	900.955	55.98205	-53.60
901.01	901.12	901.065	55.99221	-54.85
901.12	901.23	901.175	56.00236	-55.48
901.23	901.34	901.285	56.01251	-55.04
901.34	901.45	901.395	56.02267	-54.95
901.45	901.56	901.505	56.03282	-54.70
901.56	901.67	901.615	56.04297	-54.33
901.67	901.78	901.725	56.05313	-54.57
901.78	901.89	901.835	56.06328	-54.47
901.89	902.00	901.945	56.07343	-55.24
902.00	902.11	902.055	56.08359	-54.35
902.11	902.22	902.165	56.09374	-53.64
902.22	902.33	902.275	56.10389	-54.56
902.33	902.44	902.385	56.11405	-53.99
902.44	902.55	902.495	56.12420	-53.92
902.55	902.66	902.605	56.13473	-54.85
902.66	902.77	902.715	56.14527	-54.39
902.77	902.88	902.825	56.15580	-55.12
902.88	902.99	902.935	56.16633	-54.74
902.99	903.10	903.045	56.17687	-55.00
903.10	903.21	903.155	56.18740	-53.66
903.21	903.32	903.265	56.19793	-54.99
903.32	903.43	903.375	56.20847	-55.80
903.43	903.54	903.485	56.21900	-54.62
903.54	903.65	903.595	56.22953	-55.06
903.65	903.76	903.705	56.24007	-54.41
903.76	903.87	903.815	56.25060	-55.14
903.87	903.98	903.925	56.26113	-54.47
903.98	904.09	904.035	56.27167	-53.99
904.09	904.20	904.145	56.28220	-54.32
